-110	23														
-120	Animal	Exp	Trial	Date	Time	Phase	Fre No. Phase	Fre No. Part	Time from [s]	Time to [s]	Dur. [s]	Part No. Start	Part No. End	Name Start	Name End
-900	10006	1	1	06.07.2018	14:23	2	35	35	117,28	118,71	1,43	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	36	36	119,40	121,78	2,38	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	37	37	128,02	129,89	1,87	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	38	38	129,89	130,44	0,55	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	39	39	130,44	130,96	0,52	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	40	40	135,14	139,23	4,09	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	41	41	142,16	142,73	0,57	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	42	42	143,64	144,76	1,12	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	43	43	144,77	145,98	1,21	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	44	44	146,00	146,62	0,62	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	45	45	148,22	155,35	7,13	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	46	46	156,79	157,31	0,52	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	47	47	159,85	160,49	0,64	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	48	48	161,85	163,57	1,72	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	49	49	164,58	165,42	0,84	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	50	50	165,44	167,57	2,13	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	51	51	167,73	168,36	0,63	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	52	52	168,36	168,93	0,57	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	53	53	168,93	170,24	1,31	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	54	54	176,64	179,61	2,97	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	1	1	0,00	3,55	3,55	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	2	2	6,06	6,73	0,67	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	3	3	7,21	7,85	0,64	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	4	4	8,81	9,86	1,05	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	5	5	12,50	13,28	0,78	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	6	6	14,44	15,70	1,26	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	7	7	17,48	18,83	1,35	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	8	8	20,08	21,98	1,90	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	9	9	21,98	23,16	1,18	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	10	10	23,49	26,57	3,08	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	11	11	27,20	27,87	0,67	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	12	12	31,84	33,64	1,80	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	13	13	37,91	38,48	0,57	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	14	14	38,48	38,99	0,51	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	15	15	40,86	43,67	2,81	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	16	16	45,11	46,27	1,16	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	17	17	46,39	50,54	4,15	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	18	18	50,54	51,28	0,74	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	19	19	51,28	56,85	5,57	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	20	20	59,02	63,86	4,84	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	21	21	64,27	65,34	1,07	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	22	22	65,36	67,21	1,85	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	23	23	69,09	75,41	6,32	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	24	24	75,41	76,03	0,62	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	25	25	76,35	77,78	1,43	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	26	26	77,81	79,86	2,05	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	27	27	79,95	80,61	0,66	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	28	28	80,62	83,28	2,66	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	29	29	83,33	84,57	1,24	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	30	30	84,59	86,39	1,80	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	31	31	86,44	89,22	2,78	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	32	32	89,57	97,60	8,03	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:27	3	33	33	97,60	99,34	1,74	1	1	Habituation	Habituation
