"","seconds","X1","X2","X3","average","SE"
"276",0.75,-1.46438187119354,-2.92031301662875,2.13701009046817,-0.749228265784706,1.50307604175471
"277",0.76,-1.3402521911681,-2.82962414404146,2.27019949166209,-0.633225614515824,1.51404152451748
"278",0.77,-1.2153091403714,-2.73459517712358,2.39801475505956,-0.517296520811807,1.52220644589629
"279",0.78,-1.09031386272212,-2.63600545685683,2.51985364753137,-0.402155224015859,1.52762260938309
"280",0.79,-0.966041573973894,-2.53468471322594,2.63519543024067,-0.288510285653055,1.53038139684664
"281",0.8,-0.843275099872318,-2.4315012266451,2.7436031378833,-0.177057729544707,1.53061104185386
"282",0.81,-0.722798084860727,-2.3273495340039,2.84472460012849,-0.0684743395787119,1.52847335436051
"283",0.82,-0.605387930829337,-2.22313788347617,2.93829221512673,0.0365888002737386,1.5241599607816
"284",0.83,-0.491808535800996,-2.11977564419751,3.02412149663229,0.137512438877929,1.51788812891875
"285",0.84,-0.382802912567394,-2.0181608704312,3.10210843494266,0.233714883981357,1.50989625305675
"286",0.85,-0.279085778087078,-1.91916821067701,3.17222572726856,0.324657246168158,1.50043907877437
"287",0.86,-0.181336208357948,-1.82363734092775,3.23451795154065,0.409848134084984,1.48978275102376
"288",0.87,-0.0901904480609629,-1.73236209876494,3.28909577888464,0.488847744019577,1.47819977508321
"289",0.88,-0.00623496113335093,-1.64608048751004,3.33612933448902,0.561271295281877,1.4659639821529
"290",0.89,0.0700001852525851,-1.56546569843621,3.37584083621157,0.626791774342649,1.45334559122499
"291",0.9,0.138047508186511,-1.49111827752029,3.40849664591154,0.685141958859254,1.44060645249916
"292",0.91,0.19750777686389,-1.42355953830481,3.43439887352768,0.73611570402892,1.42799554821636
"293",0.92,0.248055075204639,-1.36322629550224,3.45387668661022,0.779568488770876,1.41574481771608
"294",0.93,0.289441180378785,-1.31046697996577,3.46727747749233,0.815417225968449,1.40406536239041
"295",0.94,0.32149918582375,-1.26553917453582,3.47495804022004,0.843639350502654,1.393144073006
"296",0.95,0.344146303670782,-1.22860857874551,3.47727591230375,0.864271212409673,1.38314070762793
"297",0.96,0.357385787990917,-1.1997493860402,3.47458103620754,0.877405812719419,1.37418543674385
"298",0.97,0.361307931506234,-1.17894604240836,3.46720789186098,0.883189926986285,1.36637686457486
"299",0.98,0.356090102403293,-1.16609633670235,3.45546824334147,0.881820669680805,1.35978052933876
"300",0.99,0.341995798595314,-1.16101574399434,3.43964462943596,0.873541561345645,1.35442787938134
"301",1,0.31937271177611,-1.16344292007881,3.41998471024656,0.858638167314619,1.35031572039781
"302",1.01,0.28864980360674,-1.17304622662262,3.39669657049697,0.837433382493697,1.34740613405889
"303",1.02,0.250333408970192,-1.18943115447815,3.36994506626301,0.810282440251684,1.34562687606803
"304",1.03,0.205002400320826,-1.21214850133721,3.33984928289086,0.777567727291492,1.34487226743423
"305",1.04,0.153302457564527,-1.24070314713767,3.30648115612183,0.739693488849564,1.34500459765398
